БО;Номер послуги;МВП (підрозділ);ТМЦ;Зарплата бригади;ЄСВ_Зарплата бригади;Відрядження Добові_Бригади;Відрядження Проїзд_Бригади;Відрядження Проживання_Бригади;А-92_А/транспорт;А-95 А/транспорт;ДП А/транспорт;Газ_А/транспорт;Автомастила_А/транспорт;Зарплата водіїв;ЄСВ_зарплата водіїв;Амортизація_А/транспорт;Відрядження Добові_Водії;Відрядження Проживання_Водії;Повірка приладів обліку;Інші;Ремонт підр.спос.;Загальновиробничі витрати;АКТ/Особовий рахунок;№ договора (тільки для приєднання);Нормативні кошторисні трудовитрати бригади, люд-год. ;Нормативні кошторисні трудовитрати водіїв, люд-год. 
CK01;2300000122;;0;97,29;21,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92,43;00005641;;1,81;1,11
CK01;2300000122;CK0120245;0;52,72;11,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50,08;00006453;;0,93;0,67
CK01;2300000122;CK0120244;0;97,29;21,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92,43;00005985;;1,81;1,11
CK01;2300000122;CK0120244;0;278,11;61,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264,2;00006274;;5,18;1,99
CK01;2300000122;CK0120245;0;52,72;11,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50,08;00006365;;0,93;0,67
CK01;2300000122;CK0120242;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006825;;0,73;0,57
CK01;2300000122;CK0104003;0;86,04;18,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81,74;00006651;;1,58;0,99
CK01;2300000122;CK0120242;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006785;;0,73;0,57
CK01;2300000122;CK0120241;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006795;;0,73;0,57
CK01;2300000122;CK0120241;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006814;;0,73;0,57
CK01;2300000122;CK0120241;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006818;;0,73;0,57
CK01;2300000122;CK0120241;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006834;;0,73;0,57
CK01;2300000122;CK0120242;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006838;;0,73;0,57
CK01;2300000122;CK0120245;0;51,34;11,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48,77;00006843;;0,9;0,65
CK01;2300000122;CK0120245;0;51,34;11,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48,77;00006844;;0,9;0,65
CK01;2300000122;CK0120241;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006849;;0,73;0,57
CK01;2300000122;CK0120241;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006854;;0,73;0,57
CK01;2300000122;CK0104001;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006865;;0,73;0,57
CK01;2300000122;CK0120242;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006877;;0,73;0,57
CK01;2300000122;CK0120244;0;52,72;11,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50,08;00006899;;0,93;0,67
CK01;2300000122;CK0120245;0;51,34;11,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48,77;00006906;;0,9;0,65
CK01;2300000122;CK0120245;0;51,34;11,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48,77;00006914;;0,9;0,65
CK01;2300000122;CK0120242;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006919;;0,73;0,57
CK01;2300000122;CK0120242;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006949;;0,73;0,57
CK01;2300000122;CK0120241;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006954;;0,73;0,57
CK01;2300000122;CK0120241;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006956;;0,73;0,57
CK01;2300000122;CK0120241;0;86,04;18,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81,74;00006957;;1,58;0,99
CK01;2300000122;CK0120241;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00006972;;0,73;0,57
CK01;2300000122;CK0120241;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00007020;;0,73;0,57
CK01;2300000122;CK0120245;0;51,34;11,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48,77;00007153;;0,9;0,65
CK01;2300000122;CK0120241;0;44,48;9,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,26;00007161;;0,73;0,57
