БО;Номер послуги;МВП (підрозділ);ТМЦ;Зарплата бригади;ЄСВ_Зарплата бригади;Відрядження Добові_Бригади;Відрядження Проїзд_Бригади;Відрядження Проживання_Бригади;А-92_А/транспорт;А-95 А/транспорт;ДП А/транспорт;Газ_А/транспорт;Автомастила_А/транспорт;Зарплата водіїв;ЄСВ_зарплата водіїв;Амортизація_А/транспорт;Відрядження Добові_Водії;Відрядження Проживання_Водії;Повірка приладів обліку;Інші;Ремонт підр.спос.;Загальновиробничі витрати;АКТ/Особовий рахунок;№ договора (тільки для приєднання);Нормативні кошторисні трудовитрати бригади, люд-год. ;Нормативні кошторисні трудовитрати водіїв, люд-год. 
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008365;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008606;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008767;;3,44;0
CK01;2300000127;CK0120370;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008120;;3,44;0
CK01;2300000127;CK0120370;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008151;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008561;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008097;;3,44;0
CK01;2300000127;CK0120245;0;2183,09;480,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;2073,96;00008621;;24,08;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00007816;;3,44;0
CK01;2300000127;CK0120370;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00007875;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008483;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00007714;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00007733;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00007740;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008596;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008325;;3,44;0
CK01;2300000127;CK0120370;0;623,74;137,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;592,56;00008121;;6,88;0
CK01;2300000127;CK0120370;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008773;;3,44;0
